room_type,bedrooms,bathrooms,price,host_is_superhost,host_listings_count,availability_30,review_scores_rating,review_scores_location,calculated_host_listings_count_private_rooms
Entire home/apt,2.0,1.0,129.0,t,2,0,5.0,5.0,0
Entire home/apt,0.0,1.0,160.0,f,1,23,5.0,5.0,0
Entire home/apt,2.0,2.0,259.0,f,1,0,4.8,4.8,0
Private room,1.0,1.0,99.0,f,6,5,4.96,4.67,4
Entire home/apt,1.0,1.0,235.0,t,1,14,4.98,4.93,0
Private room,1.0,1.0,98.0,f,6,2,4.93,4.62,4
Private room,1.0,1.0,95.0,f,6,1,4.96,4.75,4
Entire home/apt,4.0,1.0,650.0,f,6,12,4.94,4.74,4
Entire home/apt,1.0,1.0,115.0,f,3,0,5.0,5.0,0
Entire home/apt,1.0,1.0,190.0,t,1,10,5.0,5.0,0
Entire home/apt,1.0,1.0,412.0,f,4887,3,5.0,5.0,0
Entire home/apt,1.0,1.0,95.0,f,19,0,4.0,4.5,3
Private room,0.0,1.0,749.0,f,279,14,5.0,5.0,5
Private room,0.0,1.0,849.0,f,279,27,4.61,4.89,5
Private room,0.0,1.0,749.0,f,279,23,4.5,5.0,5
Private room,0.0,1.0,406.0,f,279,28,4.63,4.94,5
Private room,1.0,1.0,191.0,t,10,8,4.95,4.81,4
Entire home/apt,0.0,1.0,149.0,t,1,4,4.9,4.99,0
Entire home/apt,3.0,3.0,527.0,t,10,5,4.95,4.73,4
Private room,1.0,1.0,179.0,t,10,8,4.93,4.78,4
Entire home/apt,1.0,1.0,58.0,t,143,0,4.94,4.86,0
Entire home/apt,1.0,1.0,144.0,f,45,0,5.0,4.92,33
Entire home/apt,3.0,1.0,99.0,f,4,0,5.0,5.0,3
Private room,1.0,1.0,70.0,t,3,14,5.0,4.75,3
Private room,1.0,1.0,58.0,t,12,0,4.83,4.58,12
Entire home/apt,1.0,1.5,165.0,t,2,0,5.0,5.0,0
Private room,1.0,1.5,55.0,t,12,0,4.8,4.8,12
Private room,2.0,1.5,356.0,t,1,7,4.96,4.93,1
Private room,2.0,2.0,306.0,t,10,8,5.0,4.88,4
Entire home/apt,1.0,1.0,108.0,f,19,0,5.0,5.0,3
Private room,1.0,2.0,65.0,t,57,0,4.86,4.86,10
Entire home/apt,2.0,2.0,250.0,t,4,14,4.96,4.77,0
Entire home/apt,1.0,1.0,127.0,t,1,9,4.83,4.32,0
Entire home/apt,1.0,1.0,109.0,f,43,10,5.0,4.75,0
Entire home/apt,1.0,1.0,242.0,t,1,13,4.95,4.97,0
Entire home/apt,1.0,1.0,82.0,t,1,0,5.0,4.92,0
Entire home/apt,1.0,1.0,170.0,t,1,0,4.92,4.83,0
Private room,1.0,1.0,68.0,t,26,0,4.8,5.0,25
Entire home/apt,2.0,1.0,216.0,f,1,0,5.0,5.0,0
Private room,1.0,1.0,85.0,t,9,0,5.0,5.0,5
Entire home/apt,1.0,1.0,242.0,t,9,0,5.0,5.0,0
Entire home/apt,3.0,2.5,156.0,f,1,0,4.77,4.57,0
Entire home/apt,1.0,1.0,273.0,t,4,0,4.93,4.73,0
Private room,1.0,1.0,159.0,t,10,10,4.98,4.84,4
Private room,1.0,1.0,45.0,f,4,0,5.0,5.0,3
Entire home/apt,1.0,1.0,128.0,t,1,10,4.9,4.88,0
Private room,1.0,1.0,186.0,t,2,0,4.98,4.94,2
Entire home/apt,2.0,1.0,145.0,t,1,12,4.89,4.77,0
Entire home/apt,4.0,2.0,380.0,t,2,0,4.92,4.3,0
Entire home/apt,1.0,1.0,152.0,t,766,14,4.93,4.79,7
Entire home/apt,1.0,1.0,130.0,t,1,0,4.91,4.36,0
Private room,1.0,0.0,89.0,f,11,18,4.75,4.75,3
Entire home/apt,3.0,2.0,642.0,t,2,28,4.78,5.0,0
Entire home/apt,2.0,2.0,351.0,f,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,128.0,f,2,8,4.68,4.85,0
Private room,1.0,1.5,70.0,t,57,0,4.88,4.63,10
Entire home/apt,1.0,1.0,151.0,t,1,0,5.0,5.0,0
Private room,1.0,1.0,67.0,f,2,0,5.0,5.0,2
Private room,1.0,1.0,166.0,t,2,11,4.91,4.89,2
Entire home/apt,1.0,1.0,107.0,t,1,11,4.89,4.95,0
Entire home/apt,1.0,1.0,218.0,t,5,8,4.96,4.99,3
Entire home/apt,1.0,1.0,75.0,t,2,0,4.71,4.71,0
Entire home/apt,1.0,1.0,161.0,t,1,4,4.99,4.95,0
Entire home/apt,0.0,1.0,99.0,t,19,0,4.85,4.62,3
Private room,1.0,1.0,88.0,t,3,0,5.0,4.82,3
Entire home/apt,0.0,1.0,99.0,t,19,0,5.0,5.0,3
Private room,1.0,1.0,50.0,t,8,0,5.0,5.0,3
Entire home/apt,3.0,1.0,204.0,t,2,0,4.83,4.92,0
Entire home/apt,1.0,2.0,132.0,t,1,0,4.85,4.51,0
Private room,1.0,1.5,77.0,t,31,0,5.0,4.45,22
Private room,1.0,1.5,80.0,t,31,0,5.0,4.58,22
Private room,1.0,1.5,77.0,t,31,0,5.0,4.92,22
Entire home/apt,1.0,1.0,433.0,f,4887,0,5.0,5.0,0
Entire home/apt,1.0,1.0,167.0,f,2,0,4.9,4.8,0
Private room,1.0,1.5,77.0,t,31,5,4.9,4.7,22
Entire home/apt,1.0,1.0,231.0,t,1,4,4.97,4.94,0
Entire home/apt,0.0,1.0,118.0,f,252,0,5.0,5.0,0
Entire home/apt,0.0,1.0,999.0,f,279,15,4.56,4.61,5
Private room,1.0,1.0,148.0,f,2,30,4.66,4.82,2
Private room,1.0,1.5,92.0,t,1,5,4.83,4.94,1
Private room,1.0,1.5,76.0,t,31,0,5.0,4.14,22
Entire home/apt,1.0,1.0,120.0,t,5,0,5.0,5.0,0
Entire home/apt,2.0,1.0,206.0,f,30,0,4.56,3.78,0
Entire home/apt,0.0,1.0,119.0,t,1,22,5.0,4.9,0
Private room,1.0,1.0,103.0,f,5,30,4.25,4.73,5
Private room,1.0,1.0,88.0,f,8,27,4.85,4.24,6
Private room,1.0,1.0,241.0,f,7,14,3.33,4.33,7
Entire home/apt,3.0,1.5,200.0,f,119,0,5.0,5.0,0
Entire home/apt,1.0,1.0,210.0,f,34,0,4.75,5.0,12
Private room,1.0,1.0,43.0,f,1,4,5.0,5.0,1
Entire home/apt,3.0,2.5,318.0,f,1,6,5.0,5.0,0
Entire home/apt,1.0,1.0,125.0,t,5,1,4.89,5.0,0
Private room,1.0,1.5,76.0,t,31,0,4.91,4.45,22
Entire home/apt,1.0,1.0,140.0,t,4,24,4.76,4.87,0
Entire home/apt,2.0,1.0,272.0,t,4,21,4.83,4.88,0
Entire home/apt,2.0,2.0,520.0,f,4887,0,5.0,5.0,0
Entire home/apt,3.0,2.5,500.0,f,2,13,5.0,5.0,0
Entire home/apt,1.0,1.0,126.0,f,43,7,4.75,4.88,0
Entire home/apt,2.0,2.0,213.0,f,2,15,4.94,4.56,0
Private room,0.0,1.0,67.0,f,19,27,4.72,4.81,1
Entire home/apt,4.0,4.0,998.0,t,1,16,4.92,5.0,0
Entire home/apt,2.0,1.0,347.0,t,2,9,4.84,4.98,0
Private room,1.0,1.5,80.0,t,31,0,5.0,4.59,22
Private room,1.0,1.5,76.0,t,31,0,5.0,4.73,22
Private room,1.0,1.5,76.0,t,31,0,4.89,4.11,22
Entire home/apt,2.0,1.0,550.0,t,1,0,4.87,4.82,0
Entire home/apt,0.0,1.0,100.0,f,1,0,4.0,5.0,0
Entire home/apt,1.0,1.0,90.0,f,1,0,4.88,4.88,0
Entire home/apt,3.0,1.0,360.0,t,1,0,4.9,4.84,0
Entire home/apt,2.0,1.0,275.0,f,1,2,4.95,5.0,0
Entire home/apt,1.0,1.0,131.0,t,2,2,4.96,4.87,0
Entire home/apt,1.0,1.0,63.0,t,143,3,5.0,4.81,0
Entire home/apt,2.0,1.5,542.0,t,2,2,4.93,4.89,0
Shared room,3.0,2.0,250.0,t,4,30,4.91,4.87,0
Private room,1.0,1.0,80.0,t,7,17,4.78,4.67,5
Entire home/apt,0.0,1.0,152.0,t,143,6,5.0,4.92,0
Entire home/apt,0.0,1.0,115.0,t,143,0,4.96,5.0,0
Private room,1.0,1.0,95.0,f,3,0,4.93,4.57,1
Private room,1.0,1.0,109.0,t,3,22,4.93,5.0,3
Entire home/apt,2.0,2.0,271.0,t,1,2,4.86,4.87,0
Private room,2.0,2.0,401.0,t,10,10,5.0,4.75,4
Entire home/apt,3.0,1.0,173.0,t,1,4,4.78,4.58,0
Entire home/apt,2.0,1.0,260.0,f,1,21,4.81,4.9,0
Private room,1.0,1.0,54.0,t,21,17,4.84,4.9,3
Entire home/apt,1.0,1.0,291.0,f,2,12,4.99,4.99,0
Entire home/apt,3.0,1.5,276.0,f,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,124.0,f,2,0,5.0,4.5,0
Entire home/apt,4.0,2.0,495.0,f,17,0,3.0,5.0,0
Entire home/apt,0.0,1.0,879.0,f,279,6,4.69,4.97,5
Private room,1.0,1.0,90.0,f,3,8,4.77,4.81,2
Entire home/apt,2.0,1.0,360.0,f,1,11,4.96,4.85,0
Entire home/apt,1.0,1.0,234.0,f,4,30,5.0,5.0,1
Entire home/apt,1.0,1.0,234.0,f,4,30,5.0,4.0,1
Entire home/apt,1.0,1.0,104.0,f,43,0,5.0,5.0,0
Entire home/apt,2.0,1.5,316.0,f,1,10,4.83,5.0,0
Private room,1.0,1.0,102.0,t,1,18,4.93,4.78,1
Entire home/apt,1.0,1.0,105.0,t,1,0,5.0,5.0,0
Entire home/apt,2.0,2.0,254.0,f,2,6,5.0,5.0,0
Entire home/apt,1.0,1.0,119.0,t,2,0,5.0,4.8,0
Entire home/apt,3.0,1.0,498.0,t,3,13,4.94,4.8,0
Entire home/apt,3.0,2.0,225.0,t,1,9,4.91,4.77,0
Entire home/apt,2.0,1.0,303.0,t,1,0,5.0,4.88,0
Private room,1.0,3.5,56.0,t,20,0,5.0,5.0,20
Entire home/apt,1.0,1.0,129.0,t,1,0,4.78,4.67,0
Private room,1.0,1.0,61.0,f,3,8,4.7,4.78,2
Entire home/apt,0.0,1.0,130.0,f,252,0,5.0,5.0,0
Entire home/apt,0.0,1.0,130.0,f,252,0,5.0,5.0,0
Entire home/apt,0.0,1.0,130.0,f,252,0,5.0,4.8,0
Entire home/apt,3.0,2.5,575.0,t,1,0,4.87,4.8,0
Private room,1.0,1.0,67.0,f,3,20,4.72,4.66,3
Entire home/apt,0.0,1.0,94.0,t,3,5,4.97,4.91,0
Private room,1.0,1.0,53.0,f,3,13,4.56,4.55,3
Private room,1.0,1.0,67.0,f,3,20,4.66,4.61,3
Private room,2.0,1.0,171.0,t,1,1,4.99,4.84,1
Entire home/apt,1.0,1.0,113.0,f,1,0,5.0,5.0,0
Entire home/apt,2.0,2.0,300.0,f,2,0,5.0,5.0,0
Entire home/apt,2.0,1.0,340.0,t,1,8,4.93,4.98,0
Private room,1.0,3.0,55.0,t,20,30,3.5,5.0,20
Entire home/apt,1.0,1.0,117.0,t,2,6,4.95,4.94,0
Entire home/apt,4.0,2.0,764.0,t,1,14,5.0,5.0,0
Private room,1.0,3.0,58.0,t,20,11,4.67,5.0,20
Entire home/apt,1.0,1.0,157.0,t,766,9,4.62,4.81,7
Entire home/apt,1.0,1.0,201.0,t,1,11,4.95,4.92,0
Entire home/apt,2.0,2.0,245.0,t,15,0,5.0,5.0,0
Entire home/apt,2.0,1.0,397.0,t,1,3,4.99,4.97,0
Entire home/apt,2.0,1.0,144.0,t,1,0,4.92,4.92,0
Entire home/apt,2.0,2.0,225.0,f,1,0,5.0,5.0,0
Entire home/apt,2.0,2.0,329.0,t,4,7,5.0,4.75,0
Entire home/apt,2.0,2.0,205.0,t,1,10,4.99,4.91,0
Entire home/apt,1.0,1.0,140.0,f,1,0,5.0,5.0,0
Entire home/apt,2.0,2.5,585.0,f,1,19,5.0,4.94,0
Entire home/apt,0.0,1.0,133.0,t,766,21,4.69,4.77,7
Entire home/apt,1.0,1.0,154.0,t,766,13,4.9,5.0,7
Entire home/apt,1.0,1.0,138.0,f,30,0,4.8,4.4,0
Entire home/apt,1.0,1.0,92.0,t,1,3,4.92,4.64,0
Entire home/apt,1.0,1.0,96.0,t,2,14,4.9,4.75,0
Entire home/apt,3.0,1.0,664.0,t,2,23,4.95,4.63,0
Entire home/apt,1.0,1.0,130.0,f,2,3,4.83,4.95,1
Entire home/apt,4.0,2.5,755.0,t,1,5,4.92,4.97,0
Entire home/apt,2.0,1.0,198.0,f,30,4,4.67,3.83,0
Entire home/apt,1.0,1.0,85.0,t,5,0,5.0,4.5,0
Entire home/apt,2.0,2.0,237.0,t,5,20,4.93,4.74,0
Entire home/apt,1.0,1.0,154.0,f,1,3,4.5,4.5,0
Private room,1.0,1.0,52.0,t,26,2,5.0,4.83,25
Private room,1.0,1.0,56.0,t,26,0,4.83,5.0,25
Entire home/apt,1.0,1.0,133.0,f,3,0,4.86,4.57,0
Entire home/apt,1.0,1.0,138.0,f,30,1,4.83,4.58,0
Entire home/apt,3.0,1.0,155.0,f,1,7,4.64,4.75,0
Entire home/apt,1.0,1.0,144.0,t,1,5,4.84,4.87,0
Entire home/apt,1.0,1.0,309.0,t,1,8,5.0,5.0,0
Entire home/apt,0.0,1.0,108.0,t,5,0,4.6,4.8,0
Entire home/apt,2.0,1.0,297.0,t,2,11,4.96,4.92,0
Entire home/apt,1.0,1.0,60.0,t,143,3,4.57,4.71,0
Private room,1.0,1.0,74.0,t,1,6,4.72,4.7,1
Private room,1.0,2.0,42.0,f,7,0,5.0,4.33,6
Entire home/apt,3.0,2.5,491.0,t,1,5,4.92,4.94,0
Entire home/apt,2.0,2.0,142.0,f,3,7,4.49,4.72,2
Private room,1.0,1.5,59.0,t,2,9,4.92,4.78,2
Entire home/apt,1.0,1.0,153.0,t,766,9,4.77,4.83,7
Entire home/apt,3.0,1.0,289.0,t,1,0,4.88,4.97,0
Entire home/apt,3.0,1.5,435.0,f,7,30,5.0,5.0,0
Private room,1.0,1.0,75.0,f,2,19,4.69,4.8,2
Private room,1.0,1.0,64.0,f,2,16,4.71,4.75,2
Entire home/apt,2.0,2.0,100.0,f,2,0,5.0,5.0,0
Entire home/apt,3.0,2.0,156.0,t,4,2,5.0,4.6,0
Entire home/apt,2.0,1.0,383.0,f,1,2,5.0,4.95,0
Entire home/apt,3.0,2.5,250.0,f,1,0,5.0,4.6,0
Entire home/apt,3.0,1.0,185.0,f,1,19,4.92,5.0,0
Entire home/apt,2.0,1.0,199.0,t,1,7,4.81,4.79,0
Entire home/apt,0.0,1.0,221.0,t,766,14,4.9,4.85,7
Private room,0.0,1.0,221.0,t,766,14,5.0,5.0,7
Entire home/apt,1.0,1.0,236.0,f,1,0,4.93,4.91,0
Entire home/apt,2.0,1.0,670.0,t,11,0,5.0,5.0,0
Entire home/apt,1.0,1.0,270.0,t,1,0,4.95,4.95,0
Private room,1.0,1.0,116.0,t,1,19,4.88,4.78,1
Entire home/apt,1.0,1.0,181.0,t,1,20,4.85,4.88,0
Entire home/apt,2.0,2.0,522.0,t,1,0,5.0,4.98,0
Entire home/apt,2.0,2.0,280.0,t,1,10,5.0,4.77,0
Entire home/apt,2.0,1.0,130.0,t,1,0,4.96,4.64,0
Entire home/apt,4.0,2.0,328.0,t,2,12,4.89,4.64,0
Private room,1.0,1.0,182.0,t,4,14,4.97,4.77,3
Private room,1.0,1.0,173.0,t,4,22,4.88,4.81,3
Entire home/apt,2.0,2.0,135.0,t,5,0,5.0,4.5,0
Entire home/apt,4.0,3.0,432.0,f,1,0,5.0,4.83,0
Entire home/apt,1.0,1.0,114.0,f,2,14,4.77,4.85,0
Entire home/apt,2.0,2.0,380.0,t,1,7,4.93,4.9,0
Entire home/apt,2.0,1.0,168.0,t,1,6,4.78,4.87,0
Entire home/apt,2.0,1.0,192.0,t,1,7,4.9,4.86,0
Entire home/apt,3.0,2.0,690.0,t,2,7,5.0,4.9,0
Private room,1.0,1.0,300.0,f,1,30,5.0,5.0,1
Entire home/apt,1.0,1.0,110.0,t,2,9,5.0,4.83,0
Entire home/apt,1.0,1.0,198.0,t,1,5,4.99,4.94,0
Entire home/apt,1.0,1.0,116.0,t,2,0,4.46,4.62,0
Entire home/apt,1.0,1.0,140.0,f,30,0,4.5,4.0,0
Entire home/apt,2.0,2.0,350.0,t,1,0,5.0,4.88,0
Private room,1.0,3.5,55.0,t,20,30,5.0,5.0,20
Entire home/apt,1.0,1.0,430.0,f,1,10,4.96,4.7,0
Entire home/apt,2.0,2.0,425.0,f,3,6,4.89,4.94,0
Entire home/apt,1.0,1.0,335.0,f,3,26,4.17,4.83,0
Entire home/apt,3.0,3.0,529.0,f,3,6,4.9,4.78,0
Entire home/apt,3.0,1.0,429.0,t,4,18,4.94,4.94,0
Entire home/apt,1.0,1.0,244.0,t,1,14,4.99,4.9,0
Entire home/apt,2.0,2.0,194.0,t,2,12,4.97,4.69,0
Entire home/apt,2.0,2.0,296.0,t,1,0,5.0,5.0,0
Entire home/apt,3.0,2.0,269.0,t,1,8,4.95,4.91,0
Entire home/apt,0.0,1.0,120.0,f,279,25,4.45,4.54,5
Entire home/apt,2.0,2.0,150.0,t,2,0,4.5,4.5,0
Private room,1.0,2.5,83.0,t,57,0,4.8,4.4,10
Entire home/apt,1.0,1.0,150.0,t,3,0,5.0,4.8,0
Private room,1.0,1.5,54.0,t,57,0,4.64,4.64,10
Private room,1.0,1.5,100.0,t,57,0,4.79,4.71,10
Entire home/apt,0.0,1.0,163.0,t,328,24,4.93,4.88,0
Entire home/apt,4.0,2.0,315.0,f,2,5,5.0,5.0,0
Entire home/apt,1.0,1.0,150.0,t,3,4,5.0,5.0,0
Entire home/apt,1.0,1.0,236.0,t,1,9,5.0,5.0,0
Entire home/apt,1.0,1.0,245.0,t,328,16,5.0,5.0,0
Entire home/apt,2.0,1.0,266.0,t,2,19,4.8,4.91,0
Entire home/apt,1.0,1.0,209.0,t,36,8,5.0,5.0,0
Entire home/apt,1.0,1.0,235.0,t,36,0,5.0,5.0,0
Entire home/apt,1.0,1.0,291.0,t,1,0,4.97,5.0,0
Entire home/apt,1.0,1.0,144.0,t,1,8,4.98,5.0,0
Entire home/apt,1.0,1.0,164.0,t,2,0,4.67,5.0,0
Entire home/apt,2.0,1.5,164.0,t,1,8,4.79,4.78,0
Entire home/apt,1.0,1.0,149.0,t,2,0,5.0,4.93,0
Entire home/apt,0.0,1.0,110.0,t,1,0,5.0,4.71,0
Entire home/apt,1.0,1.0,90.0,f,1,16,5.0,5.0,0
Entire home/apt,0.0,1.0,99.0,t,2,15,5.0,4.5,0
Entire home/apt,1.0,1.5,190.0,f,1,13,4.89,4.89,0
Private room,1.0,1.0,51.0,f,2,16,4.79,4.66,2
Entire home/apt,2.0,1.0,120.0,t,1,3,4.86,4.88,0
Private room,2.0,1.0,165.0,t,1,8,4.94,4.88,1
Entire home/apt,0.0,1.0,125.0,t,143,0,4.75,5.0,0
Entire home/apt,1.0,1.0,136.0,f,7,12,4.63,4.63,0
Entire home/apt,4.0,2.0,220.0,f,10,29,4.73,4.64,0
Private room,1.0,1.0,238.0,t,1,9,4.97,4.97,1
Entire home/apt,3.0,2.0,290.0,f,7,0,4.88,4.25,0
Entire home/apt,1.0,1.0,180.0,f,1,0,4.91,5.0,0
Entire home/apt,2.0,1.0,225.0,f,1,0,4.92,4.96,0
Entire home/apt,1.0,1.0,235.0,f,1,0,4.25,5.0,0
Entire home/apt,0.0,1.0,125.0,t,143,3,5.0,4.78,0
Entire home/apt,0.0,1.0,88.0,t,1,20,4.92,4.79,0
Entire home/apt,1.0,1.0,139.0,f,2,0,4.7,5.0,0
Entire home/apt,1.0,1.0,497.0,t,1,19,4.97,4.98,0
Private room,1.0,1.0,74.0,f,5,30,4.8,4.0,5
Entire home/apt,1.0,1.0,196.0,f,1,0,4.88,4.92,0
Entire home/apt,3.0,3.0,777.0,t,1,20,4.95,4.82,0
Entire home/apt,1.0,1.5,146.0,f,1,16,4.64,4.91,0
Entire home/apt,2.0,1.0,175.0,t,3,0,5.0,5.0,0
Entire home/apt,3.0,1.0,385.0,f,1,12,4.91,5.0,0
Entire home/apt,1.0,1.0,131.0,t,1,12,4.9,4.76,0
Entire home/apt,2.0,2.0,293.0,t,1,1,4.9,4.85,0
Private room,1.0,3.0,129.0,f,15,0,4.43,3.9,12
Entire home/apt,1.0,1.0,300.0,f,47,0,5.0,5.0,0
Entire home/apt,1.0,1.0,137.0,t,1,0,5.0,4.88,0
Private room,1.0,1.0,124.0,f,6,18,4.76,4.86,2
Private room,1.0,1.0,120.0,f,2,0,5.0,5.0,1
Entire home/apt,2.0,1.0,109.0,t,4,3,5.0,5.0,1
Private room,1.0,1.0,70.0,f,4,0,5.0,5.0,1
Entire home/apt,1.0,1.0,375.0,t,1,14,5.0,5.0,0
Entire home/apt,2.0,1.0,359.0,t,2,0,5.0,5.0,0
Entire home/apt,3.0,2.0,209.0,t,2,0,5.0,5.0,0
Shared room,1.0,1.5,50.0,f,13,28,4.55,4.74,0
Entire home/apt,1.0,1.0,175.0,t,1,29,5.0,4.86,0
Entire home/apt,1.0,1.0,191.0,t,6,8,4.74,4.56,0
Entire home/apt,1.0,1.0,129.0,t,1,7,4.97,4.96,0
Entire home/apt,1.0,1.0,126.0,t,5,4,4.9,5.0,0
Private room,1.0,1.0,66.0,t,4,7,4.73,4.58,1
Entire home/apt,3.0,3.0,379.0,f,7,0,4.75,4.63,0
Private room,1.0,1.0,59.0,t,26,0,4.75,4.88,25
Entire home/apt,3.0,2.5,523.0,t,2,10,5.0,4.93,1
Entire home/apt,1.0,1.0,275.0,f,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,400.0,f,47,0,5.0,5.0,0
Entire home/apt,3.0,2.0,485.0,t,2,0,5.0,5.0,0
Entire home/apt,3.0,2.0,565.0,t,2,3,5.0,4.89,0
Entire home/apt,1.0,1.0,350.0,f,47,30,5.0,5.0,0
Entire home/apt,1.0,1.0,155.0,f,30,0,5.0,5.0,0
Entire home/apt,1.0,1.0,153.0,t,143,3,4.95,4.9,0
Entire home/apt,1.0,1.0,185.0,f,2,5,4.6,4.9,0
Private room,1.0,1.0,123.0,t,1,10,4.92,4.94,1
Private room,1.0,1.0,75.0,f,7,20,4.59,3.92,7
Entire home/apt,1.0,1.0,195.0,t,2,0,5.0,5.0,1
Entire home/apt,2.0,1.0,179.0,t,1,10,4.94,4.73,0
Private room,1.0,0.5,76.0,f,7,14,4.68,4.12,7
Entire home/apt,2.0,1.0,200.0,t,15,0,5.0,4.88,0
Private room,1.0,1.0,125.0,f,15,30,4.56,3.96,12
Private room,1.0,1.0,75.0,f,1,0,5.0,5.0,1
Private room,1.0,1.0,67.0,t,3,14,4.85,4.7,3
Private room,1.0,1.0,74.0,f,7,16,4.4,3.75,7
Private room,1.0,1.0,77.0,f,7,24,4.63,4.04,7
Private room,1.0,1.0,71.0,f,7,0,4.73,3.89,7
Entire home/apt,2.0,1.0,186.0,t,5,12,4.72,4.57,4
Private room,1.0,1.0,77.0,f,7,7,4.69,3.97,7
Private room,1.0,1.0,80.0,f,7,17,4.56,3.89,7
Private room,1.0,1.0,53.0,t,1,0,4.85,4.85,1
Entire home/apt,3.0,2.0,343.0,f,1,0,4.0,5.0,0
Entire home/apt,2.0,1.0,138.0,t,2,0,5.0,4.89,0
Entire home/apt,0.0,1.0,89.0,f,252,0,5.0,5.0,0
Entire home/apt,0.0,1.0,89.0,f,252,0,5.0,5.0,0
Entire home/apt,3.0,2.0,299.0,t,3,0,4.89,4.86,1
Private room,1.0,8.0,40.0,f,5,4,4.0,4.0,5
Entire home/apt,2.0,1.0,400.0,t,1,0,4.95,4.87,0
Entire home/apt,2.0,1.0,119.0,t,1,3,4.85,4.78,0
Entire home/apt,5.0,3.5,564.0,t,17,0,5.0,5.0,0
Entire home/apt,1.0,1.0,125.0,t,1,0,5.0,4.97,0
Entire home/apt,1.0,1.0,350.0,f,47,0,5.0,4.0,0
Entire home/apt,2.0,1.0,258.0,t,2,3,4.9,4.95,0
Entire home/apt,1.0,1.0,400.0,f,47,0,5.0,5.0,0
Entire home/apt,0.0,1.0,104.0,t,2,0,5.0,4.6,0
Entire home/apt,2.0,2.0,144.0,f,1,0,5.0,5.0,0
Private room,1.0,1.0,50.0,f,11,12,4.33,4.67,11
Private room,1.0,1.0,59.0,f,11,18,4.6,5.0,11
Entire home/apt,1.0,1.0,250.0,f,1,10,4.89,5.0,0
Entire home/apt,1.0,1.0,308.0,t,73,5,5.0,4.5,0
Entire home/apt,0.0,1.0,203.0,t,1,3,4.99,4.93,0
Entire home/apt,3.0,2.0,513.0,t,1,3,4.98,4.98,0
Entire home/apt,2.0,2.0,213.0,t,1,14,4.96,4.93,0
Entire home/apt,1.0,1.0,162.0,f,1,10,4.71,4.08,0
Entire home/apt,3.0,1.5,358.0,t,1,2,4.87,4.8,0
Entire home/apt,2.0,1.5,199.0,t,1,0,4.8,4.34,0
Entire home/apt,1.0,2.0,323.0,f,1,0,4.88,4.63,0
Entire home/apt,1.0,1.0,182.0,f,2,0,4.86,4.34,0
Entire home/apt,3.0,2.5,250.0,f,1,0,3.0,4.0,0
Private room,0.0,1.0,221.0,t,276,14,4.95,4.85,3
Entire home/apt,1.0,1.0,303.0,t,73,0,5.0,5.0,0
Entire home/apt,0.0,1.0,275.0,t,73,18,5.0,5.0,0
Private room,0.0,1.0,353.0,t,84,14,4.92,4.83,10
Private room,0.0,1.0,353.0,t,84,14,4.83,4.75,10
Entire home/apt,3.0,3.0,300.0,f,2,4,5.0,5.0,0
Entire home/apt,4.0,3.0,190.0,f,34,0,5.0,5.0,17
Private room,1.0,1.0,155.0,f,8,7,4.94,4.98,4
Private room,1.0,1.0,144.0,f,8,6,4.93,4.98,4
Private room,1.0,1.0,175.0,f,8,4,4.96,4.92,4
Entire home/apt,1.0,1.0,161.0,f,1,0,4.97,4.91,0
Private room,1.0,1.0,55.0,t,26,0,4.8,4.8,25
Entire home/apt,4.0,3.0,435.0,t,3,29,4.5,5.0,0
Entire home/apt,2.0,2.0,241.0,f,30,0,4.67,3.67,0
Entire home/apt,2.0,2.0,305.0,t,4,7,5.0,5.0,0
Entire home/apt,2.0,2.0,225.0,t,1,17,4.82,4.89,0
Private room,1.0,1.0,52.0,t,4,20,4.64,4.57,3
Entire home/apt,1.0,1.0,111.0,f,2,0,4.63,4.88,0
Private room,1.0,1.0,102.0,t,2,20,4.91,4.93,1
Entire home/apt,2.0,1.0,308.0,t,2,2,5.0,5.0,0
Entire home/apt,1.0,1.0,286.0,t,73,3,5.0,5.0,0
Private room,1.0,1.0,46.0,f,55,2,4.0,3.75,53
Entire home/apt,1.0,1.0,219.0,t,73,0,5.0,4.33,0
Entire home/apt,1.0,1.0,197.0,t,73,1,5.0,4.0,0
Entire home/apt,1.0,1.0,277.0,t,73,0,5.0,5.0,0
Entire home/apt,1.0,1.0,104.0,t,1,10,4.98,4.76,0
Entire home/apt,0.0,1.0,372.0,t,1,16,4.9,4.97,0
Entire home/apt,1.0,1.0,120.0,t,1,0,5.0,3.8,0
Entire home/apt,1.0,1.0,76.0,t,2,13,4.86,4.62,0
Entire home/apt,1.0,1.0,102.0,t,4,21,4.87,4.79,1
Entire home/apt,1.0,1.0,98.0,f,5,0,4.78,4.56,0
Entire home/apt,3.0,2.5,249.0,f,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,262.0,t,1,9,4.99,4.93,0
Entire home/apt,1.0,1.0,111.0,t,3,22,4.95,4.89,0
Entire home/apt,0.0,1.0,164.0,t,1,4,4.95,4.97,0
Entire home/apt,2.0,2.0,365.0,f,1,4,4.68,4.68,0
Entire home/apt,1.0,1.0,116.0,t,1,6,4.93,4.5,0
